Category,Review
0,"the stupidest , most insulting movie of 2002's first quarter ."
1,"if you like peace , you'll like promises ."
0,"a film so tedious that it is impossible to care whether that boast is true or not ."
1,"thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer ."
0,"none of this violates the letter of behan's book , but missing is its spirit , its ribald , full-throated humor ."
1,"at once disarmingly straightforward and strikingly devious ."
0,"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat ."
1,"sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments ."
1,"it's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history ."
1,"it's a lovely , sad dance highlighted by kwan's unique directing style ."
0,"disturbingly superficial in its approach to the material ."
1,"the script by david koepp is perfectly serviceable and because he gives the story some soul . . . he elevates the experience to a more mythic level ."
1,"this is a visually stunning rumination on love , memory , history and the war between art and commerce ."
1,"it's always fascinating to watch marker the essayist at work ."
0,"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable ."
1,"a quiet family drama with a little bit of romance and a dose of darkness ."
0,"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability . . . all you have left is a no-surprise series of explosions and violence while banderas looks like he's not trying to laugh at how bad it"
1,"kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting ."
0,"although god is great addresses interesting matters of identity and heritage , it's hard to shake the feeling that it was intended to be a different kind of film ."
1,"about as big a crowdpleaser as they possibly come ."
1,"a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature ."
0,"the movie generates plot points with a degree of randomness usually achieved only by lottery drawing ."
1,"real women have curves doesn't offer any easy answers ."
0,"a predictable , manipulative stinker . the story passes time until it's time for an absurd finale of twisted metal , fireballs and revenge ."
1,"vampire epic succeeds as spooky action-packed trash of the highest order ."
0,"eastwood winces , clutches his chest and gasps for breath . it's a spectacular performance - ahem , we hope it's only acting ."
1,"one of the funniest motion pictures of the year , but . . . also one of the most curiously depressing ."
1,"like the chilled breath of oral storytelling frozen onto film ."
0,"an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen ."
0,"once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle"
0,"the dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically ."
1,"jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing ."
0,"the people in abc africa are treated as docile , mostly wordless ethnographic extras ."
1,"brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema ."
1,"it's rare for any movie to be as subtle and touching as the son's room ."
0,"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length ."
1,"[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable ."
0,"like leafing through an album of photos accompanied by the sketchiest of captions ."
1,"the ingenious construction ( adapted by david hare from michael cunningham's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism"
0,"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen ."
1,"assured , glossy and shot through with brittle desperation ."
0,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing ."
0,"feels less like a change in [herzog's] personal policy than a half-hearted fluke ."
1,"it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo ."
0,"one of the most unpleasant things the studio has ever produced ."
1,"it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph ."
